Order_Date,Ship_Date,Region,Category,Products,Sales,Quantity,Revenue,Profit,Products1,total_sales1,Region1,total_profit1,Year,Products_loss,Loss
1/2/2016,1/7/2016,East,Furniture,Bookcases,173.94,3,521.82,38.2668,,,,,,,
1/2/2016,1/7/2016,East,Technology,Phones,231.98,2,463.96,67.2742,,,,,,,
1/3/2016,1/5/2016,West,Office Supplies,Storage,114.46,2,228.92,28.615,,,,,,,
1/3/2016,1/8/2016,Central,Technology,Accessories,30.08,2,60.16,-5.264,,,,,,,
1/3/2016,1/8/2016,Central,Technology,Accessories,165.6,3,496.8,-6.21,,,,,,,
1/3/2016,1/8/2016,Central,Technology,Phones,180.96,5,904.8,13.572,,,,,,,
1/3/2016,1/8/2016,Central,Furniture,Tables,1592.85,7,11149.95,350.427,,,,,,,
1/3/2016,1/8/2016,Central,Office Supplies,Binders,11.88,2,23.76,5.346,,,,,,,
1/4/2016,1/8/2016,East,Office Supplies,Art,4.672,1,4.672,0.584,,,,,,,
1/4/2016,1/8/2016,East,Office Supplies,Binders,104.58,6,627.48,-80.178,,,,,,,
1/4/2016,1/9/2016,South,Technology,Copiers,959.968,4,3839.872,119.996,,,,,,,
1/5/2016,1/7/2016,South,Technology,Accessories,191.472,6,1148.832,40.6878,,,,,,,
1/5/2016,1/7/2016,South,Office Supplies,Art,5.248,2,10.496,0.5904,,,,,,,
1/5/2016,1/7/2016,South,Technology,Phones,59.184,2,118.368,5.1786,,,,,,,
1/7/2016,1/11/2016,Central,Furniture,Furnishings,23.076,3,69.228,-10.9611,,,,,,,
1/7/2016,1/11/2016,Central,Office Supplies,Paper,25.92,5,129.6,9.072,,,,,,,
1/7/2016,1/12/2016,West,Office Supplies,Art,34.58,1,34.58,10.0282,,,,,,,
1/8/2016,1/12/2016,Central,Furniture,Bookcases,1565.88,6,9395.28,407.1288,,,,,,,
1/8/2016,1/12/2016,Central,Office Supplies,Binders,106.05,7,742.35,49.8435,,,,,,,
1/8/2016,1/13/2016,South,Office Supplies,Binders,30.828,7,215.796,-24.6624,,,,,,,
1/8/2016,1/13/2016,South,Office Supplies,Art,47.616,3,142.848,5.952,,,,,,,
1/8/2016,1/13/2016,South,Technology,Phones,108.784,2,217.568,10.8784,,,,,,,
1/9/2016,1/13/2016,East,Furniture,Furnishings,15.168,2,30.336,3.792,,,,,,,
1/9/2016,1/15/2016,West,Technology,Accessories,349.95,5,1749.75,118.983,,,,,,,
1/9/2016,1/15/2016,West,Technology,Phones,377.928,9,3401.352,141.723,,,,,,,
1/10/2016,1/13/2016,West,Furniture,Furnishings,24.85,5,124.25,7.7035,,,,,,,
1/10/2016,1/17/2016,West,Furniture,Furnishings,79.92,4,319.68,34.3656,,,,,,,
1/10/2016,1/17/2016,West,Technology,Accessories,69.98,2,139.96,13.2962,,,,,,,
1/11/2016,1/13/2016,East,Office Supplies,Paper,15.552,3,46.656,5.4432,,,,,,,
1/11/2016,1/13/2016,East,Office Supplies,Paper,63.312,3,189.936,20.5764,,,,,,,
1/11/2016,1/13/2016,East,Technology,Phones,15.588,2,31.176,-9.8724,,,,,,,
1/11/2016,1/15/2016,East,Furniture,Furnishings,54.992,14,769.888,8.9362,,,,,,,
1/14/2016,1/20/2016,South,Office Supplies,Paper,89.568,2,179.136,32.4684,,,,,,,
1/14/2016,1/20/2016,South,Furniture,Furnishings,315.776,8,2526.208,31.5776,,,,,,,
1/15/2016,1/15/2016,East,Furniture,Tables,181.797,1,181.797,-15.5826,,,,,,,
1/15/2016,1/17/2016,East,Office Supplies,Paper,81.98,2,163.96,40.1702,,,,,,,
1/15/2016,1/19/2016,East,Office Supplies,Envelopes,52.34,2,104.68,24.5998,,,,,,,
1/15/2016,1/19/2016,East,Office Supplies,Art,4.66,2,9.32,1.3514,,,,,,,
1/15/2016,1/19/2016,East,Technology,Accessories,254.97,3,764.91,91.7892,,,,,,,
1/15/2016,1/21/2016,East,Office Supplies,Envelopes,16.52,4,66.08,7.5992,,,,,,,
1/15/2016,1/21/2016,East,Office Supplies,Paper,60.12,9,541.08,28.8576,,,,,,,
1/15/2016,1/21/2016,East,Office Supplies,Binders,49.536,3,148.608,17.3376,,,,,,,
1/16/2016,1/20/2016,West,Office Supplies,Binders,11.648,2,23.296,4.2224,,,,,,,
1/16/2016,1/20/2016,West,Technology,Accessories,90.57,3,271.71,11.7741,,,,,,,
1/17/2016,1/21/2016,East,Furniture,Furnishings,322.59,3,967.77,64.518,,,,,,,
1/17/2016,1/21/2016,East,Technology,Accessories,29.99,1,29.99,13.1956,,,,,,,
1/17/2016,1/21/2016,East,Technology,Accessories,371.97,3,1115.91,66.9546,,,,,,,
1/17/2016,1/21/2016,South,Technology,Accessories,316,4,1264,31.6,,,,,,,
1/21/2016,1/23/2016,West,Furniture,Chairs,153.568,2,307.136,-5.7588,,,,,,,
1/21/2016,1/23/2016,West,Furniture,Chairs,1013.488,7,7094.416,76.0116,,,,,,,
1/22/2016,1/27/2016,West,Office Supplies,Paper,12.96,2,25.92,6.2208,,,,,,,
1/22/2016,1/27/2016,East,Technology,Phones,110.376,4,441.504,-20.2356,,,,,,,
1/22/2016,1/27/2016,East,Technology,Accessories,55.176,3,165.528,15.8631,,,,,,,
1/22/2016,1/28/2016,East,Office Supplies,Fasteners,7.56,6,45.36,0.3024,,,,,,,
1/22/2016,1/28/2016,South,Furniture,Furnishings,14.272,8,114.176,4.2816,,,,,,,
1/22/2016,1/28/2016,South,Furniture,Bookcases,451.136,4,1804.544,-67.6704,,,,,,,
1/22/2016,1/28/2016,South,Office Supplies,Appliances,64.864,4,259.456,6.4864,,,,,,,
1/22/2016,1/28/2016,West,Furniture,Furnishings,109.9,5,549.5,37.366,,,,,,,
1/22/2016,1/28/2016,West,Office Supplies,Labels,44.4,3,133.2,22.2,,,,,,,
1/22/2016,1/28/2016,West,Office Supplies,Labels,20.65,5,103.25,9.499,,,,,,,
1/22/2016,1/29/2016,East,Office Supplies,Binders,26.336,4,105.344,9.2176,,,,,,,
1/23/2016,1/27/2016,East,Technology,Accessories,99.98,2,199.96,42.9914,,,,,,,
1/23/2016,1/27/2016,East,Office Supplies,Art,8.04,6,48.24,2.7336,,,,,,,
1/23/2016,1/27/2016,East,Office Supplies,Storage,1564.29,13,20335.77,406.7154,,,,,,,
1/23/2016,1/29/2016,West,Furniture,Furnishings,59.99,7,419.93,21.5964,,,,,,,
1/24/2016,1/26/2016,South,Office Supplies,Binders,31.36,4,125.44,15.68,,,,,,,
1/25/2016,1/27/2016,East,Office Supplies,Art,9.21,3,27.63,2.3025,,,,,,,
1/25/2016,1/27/2016,East,Office Supplies,Paper,18,5,90,8.28,,,,,,,
1/25/2016,1/28/2016,East,Office Supplies,Binders,43.12,5,215.6,15.092,,,,,,,
1/25/2016,1/28/2016,East,Furniture,Tables,313.722,3,941.166,-99.3453,,,,,,,
1/25/2016,1/28/2016,East,Furniture,Furnishings,45.98,1,45.98,7.8166,,,,,,,
1/25/2016,1/28/2016,East,Office Supplies,Storage,428.68,7,3000.76,0,,,,,,,
1/28/2016,2/1/2016,West,Office Supplies,Art,39.68,2,79.36,10.3168,,,,,,,
1/30/2016,1/31/2016,West,Office Supplies,Storage,305.01,9,2745.09,76.2525,,,,,,,
1/30/2016,1/31/2016,West,Office Supplies,Binders,50.784,2,101.568,17.7744,,,,,,,
1/30/2016,1/31/2016,West,Office Supplies,Labels,26.01,9,234.09,12.2247,,,,,,,
1/30/2016,2/1/2016,West,Furniture,Chairs,435.168,4,1740.672,-59.8356,,,,,,,
1/30/2016,2/1/2016,West,Furniture,Bookcases,48.58,1,48.58,7.7728,,,,,,,
1/30/2016,2/3/2016,West,Office Supplies,Binders,17.456,2,34.912,5.8914,,,,,,,
1/30/2016,2/3/2016,Central,Technology,Phones,1439.968,4,5759.872,143.9968,,,,,,,
1/30/2016,2/3/2016,Central,Office Supplies,Binders,1.728,3,5.184,-2.6784,,,,,,,
1/30/2016,2/3/2016,Central,Furniture,Tables,626.1,3,1878.3,-538.446,,,,,,,
1/30/2016,2/4/2016,Central,Office Supplies,Paper,156.512,4,626.048,52.8228,,,,,,,
1/31/2016,2/2/2016,Central,Office Supplies,Paper,15.552,3,46.656,5.4432,,,,,,,
1/31/2016,2/4/2016,West,Technology,Phones,109.592,1,109.592,8.2194,,,,,,,
1/31/2016,2/4/2016,West,Office Supplies,Paper,56.7,5,283.5,27.783,,,,,,,
1/31/2016,2/4/2016,East,Office Supplies,Envelopes,23.36,2,46.72,11.68,,,,,,,
1/31/2016,2/6/2016,South,Office Supplies,Binders,1270.99,1,1270.99,635.495,,,,,,,
1/31/2016,2/6/2016,South,Office Supplies,Envelopes,125.36,8,1002.88,58.9192,,,,,,,
2/1/2016,2/3/2016,South,Office Supplies,Storage,56.45,5,282.25,14.677,,,,,,,
2/1/2016,2/7/2016,West,Office Supplies,Paper,105.52,4,422.08,48.5392,,,,,,,
2/2/2016,2/4/2016,South,Technology,Machines,8749.95,5,43749.75,2799.984,,,,,,,
2/2/2016,2/4/2016,South,Office Supplies,Binders,36.4,8,291.2,18.2,,,,,,,
2/2/2016,2/4/2016,South,Furniture,Furnishings,18.69,7,130.83,7.1022,,,,,,,
2/2/2016,2/7/2016,East,Office Supplies,Storage,117.96,2,235.92,5.898,,,,,,,
2/2/2016,2/8/2016,Central,Furniture,Furnishings,73.784,2,147.568,-77.4732,,,,,,,
2/3/2016,2/10/2016,South,Furniture,Chairs,866.4,4,3465.6,225.264,,,,,,,
2/4/2016,2/8/2016,West,Furniture,Furnishings,14.368,2,28.736,3.9512,,,,,,,
2/4/2016,2/9/2016,West,Office Supplies,Storage,93.02,2,186.04,3.7208,,,,,,,
2/4/2016,2/10/2016,East,Technology,Phones,90.48,2,180.96,23.5248,,,,,,,
2/5/2016,2/5/2016,South,Office Supplies,Storage,80.98,1,80.98,1.6196,,,,,,,
2/5/2016,2/5/2016,South,Office Supplies,Paper,348.84,9,3139.56,170.9316,,,,,,,
2/5/2016,2/5/2016,South,Office Supplies,Fasteners,9.45,5,47.25,0.189,,,,,,,
2/5/2016,2/5/2016,South,Furniture,Furnishings,18.84,3,56.52,7.1592,,,,,,,
2/5/2016,2/5/2016,South,Furniture,Bookcases,239.98,2,479.96,52.7956,,,,,,,
2/5/2016,2/5/2016,South,Office Supplies,Envelopes,167.96,2,335.92,78.9412,,,,,,,
2/5/2016,2/5/2016,South,Technology,Phones,104.85,3,314.55,28.3095,,,,,,,
2/5/2016,2/5/2016,South,Technology,Phones,484.83,3,1454.49,126.0558,,,,,,,
2/5/2016,2/5/2016,South,Office Supplies,Paper,122.97,3,368.91,60.2553,,,,,,,
2/5/2016,2/5/2016,South,Office Supplies,Storage,154.44,3,463.32,1.5444,,,,,,,
2/5/2016,2/5/2016,South,Office Supplies,Paper,342.37,7,2396.59,160.9139,,,,,,,
2/5/2016,2/10/2016,West,Office Supplies,Labels,14.73,3,44.19,7.2177,,,,,,,
2/5/2016,2/10/2016,West,Office Supplies,Storage,186.54,3,559.62,50.3658,,,,,,,
2/5/2016,2/10/2016,West,Furniture,Tables,557.728,4,2230.912,6.9716,,,,,,,
2/5/2016,2/10/2016,West,Technology,Phones,159.968,4,639.872,-31.9936,,,,,,,
2/6/2016,2/11/2016,South,Furniture,Furnishings,132.224,4,528.896,-18.1808,,,,,,,
2/7/2016,2/7/2016,South,Technology,Accessories,100,4,400,21,,,,,,,
2/7/2016,2/7/2016,South,Office Supplies,Labels,7.83,3,23.49,3.6018,,,,,,,
2/7/2016,2/9/2016,East,Office Supplies,Paper,30.352,2,60.704,10.6232,,,,,,,
2/7/2016,2/10/2016,West,Technology,Phones,623.96,5,3119.8,38.9975,,,,,,,
2/8/2016,2/11/2016,South,Technology,Phones,1127.976,3,3383.928,126.8973,,,,,,,
2/8/2016,2/15/2016,Central,Furniture,Chairs,241.5,4,966,0,,,,,,,
2/9/2016,2/13/2016,West,Technology,Accessories,89.97,3,269.91,39.5868,,,,,,,
2/9/2016,2/13/2016,West,Technology,Accessories,31.86,2,63.72,11.151,,,,,,,
2/11/2016,2/13/2016,Central,Technology,Phones,69.93,7,489.51,0.6993,,,,,,,
2/12/2016,2/14/2016,South,Office Supplies,Storage,1350.12,6,8100.72,175.5156,,,,,,,
2/12/2016,2/14/2016,South,Office Supplies,Binders,15.92,4,63.68,7.4824,,,,,,,
2/13/2016,2/18/2016,West,Office Supplies,Paper,146.82,3,440.46,73.41,,,,,,,
2/14/2016,2/15/2016,East,Office Supplies,Paper,4.77,1,4.77,2.1465,,,,,,,
2/14/2016,2/15/2016,East,Office Supplies,Art,7.98,3,23.94,2.0748,,,,,,,
2/14/2016,2/15/2016,East,Furniture,Tables,550.431,3,1651.293,-47.1798,,,,,,,
2/14/2016,2/15/2016,East,Furniture,Furnishings,10.56,6,63.36,4.6464,,,,,,,
2/14/2016,2/19/2016,South,Office Supplies,Art,264.18,7,1849.26,68.6868,,,,,,,
2/15/2016,2/22/2016,East,Office Supplies,Binders,398.352,3,1195.056,124.485,,,,,,,
2/15/2016,2/22/2016,East,Office Supplies,Fasteners,8.72,4,34.88,3.5752,,,,,,,
2/16/2016,2/20/2016,Central,Office Supplies,Appliances,92.064,6,552.384,-225.5568,,,,,,,
2/16/2016,2/20/2016,Central,Office Supplies,Fasteners,6.976,4,27.904,1.8312,,,,,,,
2/16/2016,2/20/2016,Central,Furniture,Chairs,62.958,3,188.874,-2.6982,,,,,,,
2/16/2016,2/20/2016,Central,Office Supplies,Paper,5.184,1,5.184,1.8144,,,,,,,
2/16/2016,2/20/2016,East,Furniture,Chairs,227.96,2,455.92,36.4736,,,,,,,
2/16/2016,2/20/2016,East,Furniture,Chairs,326.646,3,979.938,39.9234,,,,,,,
2/16/2016,2/20/2016,East,Technology,Accessories,89.97,3,269.91,39.5868,,,,,,,
2/16/2016,2/23/2016,South,Furniture,Furnishings,318.08,4,1272.32,34.9888,,,,,,,
2/16/2016,2/23/2016,South,Office Supplies,Binders,5.8,1,5.8,2.61,,,,,,,
2/19/2016,2/22/2016,West,Office Supplies,Paper,70.88,2,141.76,33.3136,,,,,,,
2/19/2016,2/23/2016,East,Office Supplies,Labels,8.67,3,26.01,4.0749,,,,,,,
2/19/2016,2/23/2016,East,Office Supplies,Supplies,25.71,3,77.13,6.6846,,,,,,,
2/19/2016,2/24/2016,East,Furniture,Furnishings,44.46,2,88.92,14.6718,,,,,,,
2/19/2016,2/24/2016,East,Office Supplies,Storage,242.94,3,728.82,9.7176,,,,,,,
2/20/2016,2/27/2016,South,Office Supplies,Paper,16.496,2,32.992,5.5674,,,,,,,
2/21/2016,2/22/2016,East,Furniture,Furnishings,135.8,7,950.6,66.542,,,,,,,
2/21/2016,2/25/2016,South,Office Supplies,Binders,3.762,3,11.286,-2.7588,,,,,,,
2/21/2016,2/25/2016,South,Office Supplies,Binders,34.86,2,69.72,-26.726,,,,,,,
2/21/2016,2/25/2016,South,Office Supplies,Storage,432.456,3,1297.368,32.4342,,,,,,,
2/21/2016,2/26/2016,West,Technology,Accessories,12.99,1,12.99,0.7794,,,,,,,
2/21/2016,2/26/2016,West,Office Supplies,Binders,18.56,4,74.24,6.496,,,,,,,
2/21/2016,2/26/2016,West,Office Supplies,Storage,449.15,5,2245.75,8.983,,,,,,,
2/21/2016,2/26/2016,West,Office Supplies,Binders,31.248,7,218.736,10.9368,,,,,,,
2/21/2016,2/26/2016,East,Furniture,Furnishings,68.95,5,344.75,28.959,,,,,,,
2/21/2016,2/26/2016,East,Office Supplies,Storage,296.37,3,889.11,80.0199,,,,,,,
2/21/2016,2/26/2016,East,Technology,Phones,39.98,2,79.96,1.999,,,,,,,
2/22/2016,2/26/2016,West,Technology,Phones,445.96,5,2229.8,55.745,,,,,,,
2/22/2016,2/26/2016,West,Technology,Accessories,36.24,1,36.24,15.2208,,,,,,,
2/22/2016,2/26/2016,West,Office Supplies,Fasteners,10.65,3,31.95,5.0055,,,,,,,
2/22/2016,2/28/2016,Central,Office Supplies,Appliances,490.32,9,4412.88,137.2896,,,,,,,
2/23/2016,2/27/2016,East,Office Supplies,Envelopes,57.576,3,172.728,21.591,,,,,,,
2/25/2016,2/27/2016,East,Office Supplies,Envelopes,46.72,5,233.6,17.52,,,,,,,
2/27/2016,3/1/2016,East,Office Supplies,Appliances,170.88,3,512.64,49.5552,,,,,,,
2/27/2016,3/1/2016,Central,Office Supplies,Binders,56.82,3,170.46,28.41,,,,,,,
2/27/2016,3/2/2016,Central,Furniture,Furnishings,16.192,2,32.384,-6.8816,,,,,,,
2/28/2016,3/6/2016,East,Office Supplies,Fasteners,36.48,6,218.88,18.24,,,,,,,
2/29/2016,3/4/2016,East,Office Supplies,Art,111.104,7,777.728,8.3328,,,,,,,
3/1/2016,3/5/2016,East,Furniture,Tables,836.592,8,6692.736,-264.9208,,,,,,,
3/1/2016,3/5/2016,East,Office Supplies,Paper,26.38,1,26.38,12.1348,,,,,,,
3/1/2016,3/5/2016,East,Office Supplies,Storage,362.92,2,725.84,105.2468,,,,,,,
3/1/2016,3/5/2016,East,Technology,Machines,4899.93,7,34299.51,2400.9657,,,,,,,
3/1/2016,3/8/2016,West,Technology,Phones,159.984,2,319.968,13.9986,,,,,,,
3/3/2016,3/3/2016,West,Office Supplies,Supplies,25.35,3,76.05,7.605,,,,,,,
3/3/2016,3/3/2016,West,Furniture,Furnishings,35.28,3,105.84,11.9952,,,,,,,
3/3/2016,3/6/2016,Central,Office Supplies,Paper,42.784,7,299.488,15.5092,,,,,,,
3/3/2016,3/6/2016,Central,Furniture,Chairs,563.43,5,2817.15,-56.343,,,,,,,
3/3/2016,3/8/2016,East,Office Supplies,Binders,447.86,7,3135.02,219.4514,,,,,,,
3/3/2016,3/8/2016,East,Technology,Phones,479.95,5,2399.75,129.5865,,,,,,,
3/3/2016,3/8/2016,East,Office Supplies,Paper,166.44,3,499.32,79.8912,,,,,,,
3/3/2016,3/8/2016,Central,Technology,Phones,134.85,3,404.55,37.758,,,,,,,
3/3/2016,3/8/2016,Central,Furniture,Tables,637.896,3,1913.688,-127.5792,,,,,,,
3/3/2016,3/8/2016,Central,Technology,Machines,287.91,3,863.73,33.5895,,,,,,,
3/3/2016,3/8/2016,Central,Office Supplies,Envelopes,36.6,3,109.8,11.895,,,,,,,
3/3/2016,3/8/2016,Central,Office Supplies,Supplies,3930.072,3,11790.216,-786.0144,,,,,,,
3/3/2016,3/8/2016,Central,Office Supplies,Fasteners,2.304,1,2.304,0.7776,,,,,,,
3/3/2016,3/8/2016,Central,Technology,Phones,431.976,3,1295.928,32.3982,,,,,,,
3/3/2016,3/8/2016,Central,Technology,Accessories,41.72,7,292.04,5.7365,,,,,,,
3/4/2016,3/8/2016,South,Office Supplies,Labels,10.08,4,40.32,3.528,,,,,,,
3/4/2016,3/8/2016,Central,Office Supplies,Binders,128.4,3,385.2,64.2,,,,,,,
3/4/2016,3/8/2016,East,Technology,Accessories,159.98,2,319.96,57.5928,,,,,,,
3/4/2016,3/10/2016,West,Office Supplies,Art,16.99,1,16.99,4.9271,,,,,,,
3/5/2016,3/11/2016,Central,Office Supplies,Envelopes,149.352,3,448.056,50.4063,,,,,,,
3/5/2016,3/11/2016,Central,Office Supplies,Storage,12.992,1,12.992,-0.812,,,,,,,
3/6/2016,3/10/2016,East,Technology,Phones,431.94,2,863.88,-71.99,,,,,,,
3/6/2016,3/10/2016,East,Office Supplies,Binders,2.043,1,2.043,-1.4982,,,,,,,
3/6/2016,3/10/2016,East,Technology,Phones,68.238,3,204.714,-12.5103,,,,,,,
3/6/2016,3/12/2016,Central,Office Supplies,Appliances,2.334,3,7.002,-6.3018,,,,,,,
3/6/2016,3/12/2016,Central,Office Supplies,Binders,1.728,4,6.912,-2.7648,,,,,,,
3/6/2016,3/12/2016,Central,Furniture,Furnishings,159.04,5,795.2,-194.824,,,,,,,
3/6/2016,3/12/2016,Central,Furniture,Tables,145.98,2,291.96,-99.2664,,,,,,,
3/7/2016,3/12/2016,Central,Technology,Phones,21.072,3,63.216,1.5804,,,,,,,
3/8/2016,3/8/2016,West,Office Supplies,Binders,9.702,3,29.106,-7.1148,,,,,,,
3/8/2016,3/12/2016,East,Technology,Phones,108.576,4,434.304,-25.3344,,,,,,,
3/8/2016,3/12/2016,East,Office Supplies,Fasteners,5.984,2,11.968,-1.3464,,,,,,,
3/8/2016,3/12/2016,East,Furniture,Furnishings,113.6,8,908.8,44.304,,,,,,,
3/8/2016,3/12/2016,East,Office Supplies,Paper,12.96,2,25.92,6.3504,,,,,,,
3/8/2016,3/12/2016,East,Office Supplies,Binders,69.456,2,138.912,22.5732,,,,,,,
3/8/2016,3/12/2016,Central,Office Supplies,Binders,8.856,9,79.704,-14.1696,,,,,,,
3/8/2016,3/12/2016,Central,Technology,Accessories,27.96,5,139.8,8.388,,,,,,,
3/8/2016,3/12/2016,Central,Office Supplies,Envelopes,146.352,3,439.056,49.3938,,,,,,,
3/8/2016,3/13/2016,South,Technology,Phones,1363.96,5,6819.8,85.2475,,,,,,,
3/8/2016,3/13/2016,South,Furniture,Furnishings,102.36,3,307.08,-3.8385,,,,,,,
3/8/2016,3/13/2016,Central,Office Supplies,Appliances,207.144,3,621.432,48.3336,,,,,,,
3/8/2016,3/13/2016,Central,Office Supplies,Art,13.9,5,69.5,3.753,,,,,,,
3/9/2016,3/12/2016,East,Office Supplies,Storage,11.21,1,11.21,3.363,,,,,,,
3/9/2016,3/12/2016,East,Furniture,Chairs,354.9,5,1774.5,88.725,,,,,,,
3/9/2016,3/12/2016,East,Office Supplies,Paper,17.94,3,53.82,8.7906,,,,,,,
3/9/2016,3/12/2016,East,Office Supplies,Binders,51.8,4,207.2,23.31,,,,,,,
3/9/2016,3/13/2016,East,Technology,Accessories,199.75,5,998.75,87.89,,,,,,,
3/10/2016,3/11/2016,West,Office Supplies,Paper,14.9,5,74.5,7.152,,,,,,,
3/10/2016,3/11/2016,West,Technology,Phones,4158.912,8,33271.296,363.9048,,,,,,,
3/10/2016,3/13/2016,West,Technology,Accessories,26.85,3,80.55,5.1015,,,,,,,
3/10/2016,3/13/2016,West,Technology,Machines,3357.6,3,10072.8,377.73,,,,,,,
3/10/2016,3/14/2016,East,Technology,Accessories,39.992,1,39.992,7.4985,,,,,,,
3/10/2016,3/14/2016,West,Office Supplies,Storage,104.696,1,104.696,6.5435,,,,,,,
3/10/2016,3/16/2016,East,Furniture,Bookcases,176.784,1,176.784,-22.098,,,,,,,
3/11/2016,3/11/2016,East,Furniture,Furnishings,30.336,4,121.344,9.48,,,,,,,
3/11/2016,3/13/2016,Central,Technology,Accessories,45.98,2,91.96,19.7714,,,,,,,
3/11/2016,3/13/2016,Central,Office Supplies,Binders,17.46,2,34.92,8.2062,,,,,,,
3/11/2016,3/15/2016,East,Furniture,Tables,244.006,2,488.012,-31.3722,,,,,,,
3/11/2016,3/15/2016,South,Furniture,Furnishings,76.92,4,307.68,31.5372,,,,,,,
3/11/2016,3/15/2016,South,Office Supplies,Storage,481.32,4,1925.28,125.1432,,,,,,,
3/12/2016,3/15/2016,West,Office Supplies,Storage,676.55,5,3382.75,6.7655,,,,,,,
3/12/2016,3/15/2016,West,Office Supplies,Appliances,154.9,5,774.5,40.274,,,,,,,
3/12/2016,3/15/2016,West,Office Supplies,Envelopes,30.56,4,122.24,14.9744,,,,,,,
3/12/2016,3/15/2016,West,Furniture,Chairs,770.352,3,2311.056,77.0352,,,,,,,
3/12/2016,3/16/2016,East,Office Supplies,Envelopes,29.34,3,88.02,13.4964,,,,,,,
3/12/2016,3/16/2016,West,Office Supplies,Paper,19.98,2,39.96,8.991,,,,,,,
3/12/2016,3/17/2016,South,Office Supplies,Paper,12.96,2,25.92,6.2208,,,,,,,
3/13/2016,3/15/2016,West,Furniture,Furnishings,28.28,2,56.56,7.3528,,,,,,,
3/13/2016,3/15/2016,West,Office Supplies,Supplies,4912.59,3,14737.77,196.5036,,,,,,,
3/13/2016,3/15/2016,East,Furniture,Chairs,386.68,2,773.36,-5.524,,,,,,,
3/13/2016,3/15/2016,East,Technology,Accessories,379.96,5,1899.8,47.495,,,,,,,
3/13/2016,3/15/2016,East,Technology,Phones,539.91,3,1619.73,-116.9805,,,,,,,
3/13/2016,3/15/2016,East,Office Supplies,Paper,41.24,5,206.2,13.9185,,,,,,,
3/13/2016,3/15/2016,East,Office Supplies,Binders,51.897,1,51.897,-41.5176,,,,,,,
3/13/2016,3/15/2016,East,Office Supplies,Storage,552.56,5,2762.8,-138.14,,,,,,,
3/13/2016,3/15/2016,East,Office Supplies,Binders,23.16,5,115.8,-15.44,,,,,,,
3/13/2016,3/15/2016,East,Office Supplies,Storage,126.08,2,252.16,-28.368,,,,,,,
3/13/2016,3/15/2016,East,Technology,Machines,449.1,3,1347.3,-643.71,,,,,,,
3/13/2016,3/16/2016,West,Office Supplies,Appliances,157.92,5,789.6,17.766,,,,,,,
3/13/2016,3/16/2016,West,Technology,Phones,203.184,2,406.368,15.2388,,,,,,,
3/13/2016,3/18/2016,Central,Office Supplies,Paper,70.08,5,350.4,24.528,,,,,,,
3/13/2016,3/18/2016,Central,Office Supplies,Binders,1.272,2,2.544,-2.1624,,,,,,,
3/13/2016,3/18/2016,Central,Furniture,Tables,557.585,5,2787.925,0,,,,,,,
3/13/2016,3/18/2016,South,Furniture,Furnishings,127.88,2,255.76,40.9216,,,,,,,
3/13/2016,3/18/2016,South,Office Supplies,Appliances,160.32,2,320.64,44.8896,,,,,,,
3/13/2016,3/18/2016,South,Office Supplies,Binders,46,4,184,20.7,,,,,,,
3/13/2016,3/18/2016,West,Office Supplies,Binders,51.184,7,358.288,19.194,,,,,,,
3/14/2016,3/16/2016,West,Furniture,Chairs,196.784,2,393.568,-22.1382,,,,,,,
3/14/2016,3/17/2016,Central,Furniture,Bookcases,241.332,5,1206.66,-14.196,,,,,,,
3/14/2016,3/17/2016,Central,Office Supplies,Paper,5.184,1,5.184,1.8792,,,,,,,
3/14/2016,3/17/2016,Central,Office Supplies,Art,145.544,7,1018.808,16.3737,,,,,,,
3/14/2016,3/19/2016,East,Furniture,Furnishings,21.88,5,109.4,6.2905,,,,,,,
3/14/2016,3/19/2016,Central,Furniture,Furnishings,16.74,2,33.48,4.3524,,,,,,,
3/14/2016,3/20/2016,West,Office Supplies,Binders,41.904,6,251.424,14.1426,,,,,,,
3/15/2016,3/16/2016,West,Office Supplies,Binders,4.544,2,9.088,1.6472,,,,,,,
3/15/2016,3/16/2016,West,Furniture,Chairs,1352.032,4,5408.128,84.502,,,,,,,
3/15/2016,3/19/2016,East,Technology,Accessories,83.976,3,251.928,-13.6461,,,,,,,
3/15/2016,3/19/2016,South,Office Supplies,Paper,319.76,14,4476.64,147.0896,,,,,,,
3/15/2016,3/19/2016,South,Office Supplies,Paper,45.68,2,91.36,21.0128,,,,,,,
3/15/2016,3/19/2016,Central,Furniture,Chairs,528.43,5,2642.15,-143.431,,,,,,,
3/15/2016,3/19/2016,Central,Office Supplies,Binders,22.386,7,156.702,-35.8176,,,,,,,
3/17/2016,3/17/2016,East,Technology,Phones,129.98,2,259.96,62.3904,,,,,,,
3/17/2016,3/17/2016,East,Office Supplies,Binders,32.54,2,65.08,15.9446,,,,,,,
3/17/2016,3/17/2016,East,Office Supplies,Envelopes,199.9,5,999.5,89.955,,,,,,,
3/17/2016,3/17/2016,East,Office Supplies,Appliances,901.95,3,2705.85,297.6435,,,,,,,
3/17/2016,3/17/2016,East,Furniture,Furnishings,971.5,5,4857.5,252.59,,,,,,,
3/17/2016,3/19/2016,West,Technology,Phones,84.784,2,169.568,-20.1362,,,,,,,
3/17/2016,3/23/2016,East,Office Supplies,Art,39.68,2,79.36,10.3168,,,,,,,
